u_id,home,name
83530584,579,FREQ
55216646,1563,FREQ
8376677,1103,FREQ
52344825,1576,FREQ
30615562,1488,FREQ
35497477,778,FREQ
78308186,1471,FREQ
54486702,899,FREQ
72597146,1400,FREQ
70776991,1357,FREQ
12188897,777,FREQ
21402137,777,FREQ
13437751,1278,FREQ
72656024,1554,FREQ
27752417,579,FREQ
52174623,823,FREQ
32875728,1194,FREQ
61989010,763,FREQ
6128387,1158,FREQ
93164432,1431,FREQ
58162317,982,FREQ
2128334,1472,FREQ
11835672,1187,FREQ
74415255,1277,FREQ
74004505,862,FREQ
26611404,763,FREQ
98187892,1426,FREQ
47162801,1478,FREQ
82363606,1278,FREQ
3720768,1461,FREQ
12516620,576,FREQ
276497,354,FREQ
60993162,962,FREQ
94614340,1113,FREQ
30597493,680,FREQ
47296227,1361,FREQ
62270353,480,FREQ
69264807,371,FREQ
25887782,1001,FREQ
64110388,1271,FREQ
7850448,1211,FREQ
71890933,1431,FREQ
6917354,1359,FREQ
99281333,370,FREQ
35167510,663,FREQ
96863880,741,FREQ
95355701,1291,FREQ
74327748,918,FREQ
80023050,805,FREQ
34938284,1253,FREQ
56825393,559,FREQ
36884769,1564,FREQ
75444170,1564,FREQ
41217420,388,FREQ
94823534,823,FREQ
18421731,1554,FREQ
56137147,614,FREQ
86654627,1487,FREQ
50952872,1584,FREQ
81706007,943,FREQ
20820490,1612,FREQ
71088581,480,FREQ
20724466,1157,FREQ
13848049,1459,FREQ
42088056,800,FREQ
40619911,1337,FREQ
2984846,1172,FREQ
34193594,644,FREQ
10046630,1135,FREQ
74093088,1329,FREQ
82718814,1113,FREQ
23997284,1001,FREQ
2303186,944,FREQ
10950093,1199,FREQ
55646384,1505,FREQ
87757786,629,FREQ
53596863,881,FREQ
5931271,1438,FREQ
82537259,1135,FREQ
67188945,1619,FREQ
42009648,1199,FREQ
35024733,1124,FREQ
68260008,1306,FREQ
96566348,899,FREQ
63850195,642,FREQ
18738028,701,FREQ
26657376,1232,FREQ
95335876,1552,FREQ
36717507,598,FREQ
73163222,1172,FREQ
9902948,1530,FREQ
56875711,1136,FREQ
6478744,1342,FREQ
16721916,741,FREQ
78893265,1255,FREQ
87876426,1156,FREQ
93011844,388,FREQ
77293965,1216,FREQ
75400734,1259,FREQ
84555809,674,FREQ
64155884,1213,FREQ
57134125,1529,FREQ
30230836,1654,FREQ
9655421,721,FREQ
71572777,1344,FREQ
18071703,881,FREQ
64724327,823,FREQ
72796338,1040,FREQ
83104328,1494,FREQ
71368628,762,FREQ
95991240,629,FREQ
24275703,962,FREQ
97983617,1460,FREQ
16677594,805,FREQ
34405942,647,FREQ
73281785,785,FREQ
58072176,1166,FREQ
41846459,1256,FREQ
27297477,757,FREQ
64159927,1172,FREQ
86655186,1438,FREQ
16973229,610,FREQ
69341110,1630,FREQ
21166294,880,FREQ
74194881,407,FREQ
33308697,630,FREQ
70302675,339,FREQ
22339552,1192,FREQ
87229548,786,FREQ
32819460,1629,FREQ
44234044,1461,FREQ
65916639,1472,FREQ
81434398,1437,FREQ
76683693,1582,FREQ
13379497,1253,FREQ
